0,1.0,0.027452163,0.0,0.0,0.058735915,0.98881996
1,0.99798596,0.076978534,0.0014889236,8.4640335e-05,0.11392298,0.99114966
2,0.99496424,0.12590468,0.0034368844,0.0002525289,0.16579103,0.9931764
3,0.9910602,0.17383778,0.005816247,0.00052294665,0.21456394,0.9949142
4,0.9863794,0.22048059,0.008592248,0.0009120843,0.26045567,0.9963761
5,0.9810128,0.26561788,0.011726428,0.00143268,0.30366808,0.99757457
6,0.97504014,0.30910257,0.015179245,0.0020939065,0.34438977,0.9985213
7,0.9685314,0.35084218,0.018911911,0.0029014535,0.3827957,0.9992271
8,0.96154946,0.3907873,0.02288758,0.0038577444,0.41904724,0.9997025
9,0.95415,0.42892137,0.027072033,0.0049622473,0.45329276,0.99995714
10,0.94638336,0.46525258,0.031434007,0.006211842,0.4856682,1.0
11,0.93829453,0.49980742,0.035945304,0.007601202,0.5162978,0.9998398
12,0.92992395,0.5326254,0.040580682,0.00912319,0.5452953,0.99948466
13,0.92130846,0.5637551,0.045317724,0.010769228,0.57276434,0.9989422
14,0.91248095,0.59325135,0.05013662,0.012529653,0.5987996,0.99821943
15,0.90347123,0.6211728,0.055019904,0.014394032,0.62348765,0.99732363
16,0.8943063,0.6475799,0.059952263,0.016351456,0.6469075,0.996261
17,0.8850106,0.6725343,0.064920284,0.018390786,0.66913164,0.9950377
18,0.87560624,0.69609714,0.069912255,0.020500876,0.6902264,0.9936597
19,0.8661132,0.718329,0.07491796,0.022670744,0.7102526,0.9921325
20,0.8565496,0.7392893,0.079928495,0.024889726,0.72926617,0.99046135
21,0.84693223,0.75903535,0.08493616,0.027147606,0.7473186,0.98865145
22,0.83727574,0.77762324,0.08993426,0.029434698,0.7644576,0.9867077
23,0.8275941,0.7951067,0.094917044,0.03174192,0.78072685,0.98463446
24,0.8178994,0.8115377,0.09987955,0.034060836,0.7961671,0.9824363
25,0.8082031,0.82696575,0.10481752,0.0363837,0.81081593,0.98011744
26,0.7985153,0.8414388,0.10972732,0.03870346,0.8247085,0.9776819
